date,aqi,pm2_5,pm10,so2,no2,co,o3,rank,quality,fengxiang,fengli,bWendu,yWendu,tianqi
2020-12-26,74,48,98,10,57,1.3,14,133.0,良,东北风,1级,3℃,-6℃,多云~晴
2020-12-27,88,65,102,7,59,1.4,22,150.0,良,东北风,1级,7℃,-5℃,晴~多云
2020-12-28,77,56,90,7,37,0.9,33,221.0,良,东北风,2级,2℃,-10℃,阴~多云
2020-12-29,52,8,53,3,6,0.3,54,121.0,良,西北风,4级,-8℃,-13℃,多云~晴
2020-12-30,31,6,31,2,8,0.3,56,47.0,优,西北风,3级,-5℃,-13℃,晴
2020-12-31,36,12,36,3,28,0.4,48,46.0,优,西北风,2级,0℃,-11℃,晴
2021-01-01,58,29,65,6,45,0.7,28,153.0,良,东北风,1级,1℃,-11℃,晴
2021-01-02,64,46,72,5,42,1.1,30,183.0,良,东北风,1级,0℃,-9℃,晴~多云
2021-01-03,42,15,33,4,33,0.5,42,6.0,优,东北风,1级,-1℃,-8℃,多云
2021-01-04,36,14,36,3,22,0.4,65,56.0,优,西北风,3级,0℃,-11℃,多云~晴
2021-01-05,30,12,30,3,21,0.4,54,7.0,优,西北风,2级,-2℃,-11℃,晴
2021-01-06,63,11,76,3,6,0.2,59,87.0,良,西北风,4级,0℃,-19℃,多云~晴
2021-01-07,30,8,27,3,9,0.3,59,17.0,优,西北风,3级,-7℃,-14℃,晴
2021-01-08,31,8,29,3,12,0.2,62,30.0,优,西北风,3级,-2℃,-10℃,晴
2021-01-09,38,10,38,3,15,0.3,61,8.0,优,西北风,2级,1℃,-8℃,晴
2021-01-10,33,8,24,3,15,0.3,65,26.0,优,西北风,2级,1℃,-7℃,多云
2021-01-11,58,20,65,4,21,0.4,63,43.0,良,西北风,2级,2℃,-8℃,多云
2021-01-12,100,0,0,5,48,0.8,30,120.0,良,北风,1级,4℃,-6℃,晴~多云
2021-01-13,146,0,0,3,31,0.5,70,257.0,轻度污染,北风,2级,8℃,-6℃,晴~多云
2021-01-14,81,0,0,5,35,1.0,37,267.0,良,东北风,2级,2℃,-4℃,阴~多云
2021-01-15,97,0,0,3,16,0.5,70,128.0,良,北风,3级,3℃,-8℃,晴
2021-01-16,34,9,31,3,11,0.3,67,3.0,优,西北风,3级,0℃,-8℃,晴
2021-01-17,53,17,56,3,24,0.4,52,30.0,良,西风,2级,3℃,-7℃,晴
2021-01-18,62,19,73,3,26,0.4,56,81.0,良,东北风,2级,4℃,-6℃,晴~阴
2021-01-19,46,26,46,3,24,0.6,44,88.0,优,东北风,2级,-3℃,-8℃,阴~多云
2021-01-20,73,53,67,4,38,0.8,40,95.0,良,西北风,1级,1℃,-5℃,晴~多云
2021-01-21,105,79,97,5,52,1.2,34,159.0,轻度污染,西北风,1级,5℃,-5℃,阴~晴
2021-01-22,113,85,109,8,54,1.4,38,184.0,轻度污染,东北风,1级,5℃,-7℃,晴~多云
2021-01-23,115,87,93,4,51,1.3,41,198.0,轻度污染,西南风,1级,3℃,-6℃,多云
2021-01-24,139,106,105,4,53,1.3,39,175.0,轻度污染,东北风,1级,5℃,-5℃,晴~多云
2021-01-25,176,133,106,3,59,1.5,17,265.0,中度污染,西风,1级,1℃,-6℃,雨夹雪~雾
2021-01-26,105,79,78,3,40,1.0,61,289.0,轻度污染,西北风,2级,6℃,-7℃,阴~多云
2021-01-27,55,27,60,5,32,0.7,55,116.0,良,北风,2级,3℃,-6℃,阴~多云
2021-01-28,51,7,51,2,9,0.3,72,40.0,良,西北风,微风,-1℃,-9℃,晴
2021-01-29,53,21,55,4,35,0.6,42,71.0,良,东北风,1级,0℃,-8℃,晴
2021-01-30,68,41,86,5,47,0.9,32,115.0,良,东南风,1级,7℃,-7℃,晴
2021-01-31,89,66,83,4,34,1.1,40,125.0,良,东北风,1级,0℃,-5℃,多云~晴
2021-02-01,51,17,51,2,11,0.4,67,283.0,良,西北风,3级,2℃,-10℃,晴
2021-02-02,38,14,38,3,19,0.4,58,38.0,优,西北风,2级,0℃,-8℃,晴~多云
2021-02-03,49,17,49,3,23,0.5,73,99.0,优,西北风,微风,7℃,-6℃,多云~晴
2021-02-04,57,36,64,5,36,0.6,57,4.0,良,西南风,微风,10℃,-5℃,晴~多云
2021-02-05,63,41,75,4,45,0.8,64,153.0,良,西北风,1级,15℃,-2℃,晴
2021-02-06,84,35,117,4,25,0.5,80,155.0,良,西北风,2级,16℃,-3℃,晴~多云
2021-02-07,51,22,51,4,13,0.4,73,297.0,良,北风,2级,7℃,-5℃,晴
2021-02-08,46,32,44,3,29,0.6,67,5.0,优,东南风,1级,7℃,-5℃,多云
2021-02-09,87,64,75,6,40,0.9,74,235.0,良,北风,1级,10℃,-3℃,晴
2021-02-10,102,76,83,6,39,1.0,92,283.0,轻度污染,北风,1级,15℃,-3℃,晴
2021-02-11,215,165,155,9,42,1.7,93,281.0,重度污染,北风,1级,11℃,-1℃,多云~晴
2021-02-12,250,200,206,9,31,1.6,111,320.0,重度污染,东北风,微风,14℃,-1℃,多云
2021-02-13,257,207,194,5,39,2.3,41,320.0,重度污染,东北风,1级,7℃,2℃,雾~小雨
2021-02-14,132,100,87,2,20,1.4,52,334.0,轻度污染,东北风,2级,4℃,-5℃,雨夹雪~多云
2021-02-15,51,9,51,2,8,0.3,73,22.0,良,西风,3级,5℃,-4℃,晴~多云
2021-02-16,39,5,29,2,4,0.2,77,166.0,优,西北风,4级,0℃,-7℃,晴
2021-02-17,36,9,16,2,8,0.3,71,19.0,优,西北风,3级,3℃,-7℃,晴
2021-02-18,38,26,36,4,26,0.5,63,26.0,优,东北风,1级,7℃,-5℃,晴
2021-02-19,60,43,66,4,42,0.8,67,234.0,良,西北风,1级,16℃,-2℃,多云
2021-02-20,72,46,93,5,49,0.8,60,151.0,良,西北风,1级,20℃,3℃,阴~多云
2021-02-21,119,0,0,4,33,0.6,75,277.0,轻度污染,西北风,2级,25℃,4℃,阴~晴
2021-02-22,59,30,68,3,14,0.4,83,243.0,良,东北风,3级,12℃,0℃,多云
2021-02-23,50,28,50,3,20,0.5,58,100.0,优,东南风,2级,3℃,-3℃,阴
2021-02-24,62,44,54,3,27,0.7,54,124.0,良,东南风,1级,5℃,-3℃,阴~多云
2021-02-25,108,81,79,4,35,1.0,80,274.0,轻度污染,东北风,1级,8℃,-3℃,阴~晴
2021-02-26,173,131,109,4,40,1.3,104,319.0,中度污染,南风,1级,11℃,-3℃,多云~晴
2021-02-27,159,121,99,6,40,1.1,105,313.0,中度污染,南风,2级,11℃,1℃,多云~雨夹雪
2021-02-28,125,95,70,3,37,0.9,59,311.0,轻度污染,东北风,2级,5℃,0℃,小雨~雨夹雪
2021-03-01,34,22,17,2,14,0.4,67,155.0,优,南风,2级,5℃,-6℃,小雪~多云
2021-03-02,83,61,54,2,23,0.7,39,218.0,良,南风,微风,4℃,-2℃,多云
2021-03-03,150,115,102,2,39,1.1,35,329.0,轻度污染,东北风,1级,6℃,2℃,多云~阴
2021-03-04,202,152,132,2,50,1.4,38,332.0,重度污染,东北风,1级,11℃,2℃,阴~多云
2021-03-05,144,110,101,2,35,1.1,48,335.0,轻度污染,东南风,2级,9℃,-2℃,雾~多云
2021-03-06,51,22,52,4,27,0.6,53,163.0,良,南风,2级,4℃,-5℃,阴~晴
2021-03-07,78,57,73,2,39,0.7,54,223.0,良,西南风,微风,8℃,-2℃,多云
2021-03-08,118,89,85,4,49,0.8,60,266.0,轻度污染,西南风,1级,10℃,1℃,多云
2021-03-09,193,145,112,4,52,1.0,90,314.0,中度污染,北风,1级,15℃,3℃,多云
2021-03-10,242,192,137,4,58,1.3,88,328.0,重度污染,西南风,2级,16℃,8℃,雾
2021-03-11,162,123,83,3,38,0.9,96,329.0,中度污染,南风,2级,17℃,7℃,阴
2021-03-12,137,104,70,2,37,0.9,50,314.0,轻度污染,东南风,2级,10℃,6℃,小雨~雾
2021-03-13,135,103,61,2,30,1.0,89,321.0,轻度污染,东南风,1级,14℃,8℃,多云
2021-03-14,172,130,96,2,46,1.0,39,312.0,中度污染,南风,2级,13℃,9℃,阴
2021-03-15,500,0,0,2,18,0.4,77,311.0,严重污染,西北风,3级,12℃,2℃,扬沙~浮尘
2021-03-16,120,0,0,3,22,0.3,73,269.0,轻度污染,北风,2级,15℃,3℃,浮尘
2021-03-17,183,0,0,3,49,0.6,38,252.0,中度污染,东南风,2级,13℃,6℃,小雨
2021-03-18,87,0,0,3,28,0.7,69,286.0,良,东南风,2级,8℃,3℃,阴~多云
2021-03-19,97,72,88,3,34,0.8,54,285.0,良,西南风,2级,10℃,5℃,阴~小雨
2021-03-20,69,29,88,2,16,0.4,78,208.0,良,西北风,3级,13℃,3℃,浮尘~晴
2021-03-21,41,7,33,2,12,0.2,81,36.0,优,西北风,3级,12℃,1℃,晴
2021-03-22,132,28,0,3,27,0.3,76,151.0,轻度污染,西南风,2级,19℃,5℃,晴
2021-03-23,86,38,121,4,43,0.5,82,285.0,良,西南风,微风,23℃,8℃,晴
2021-03-24,107,39,163,3,30,0.4,90,199.0,轻度污染,东北风,2级,21℃,6℃,阴~晴
2021-03-25,86,58,122,4,42,0.5,121,101.0,良,西南风,2级,21℃,11℃,多云
2021-03-26,178,134,157,4,73,1.0,42,303.0,中度污染,东南风,1级,14℃,10℃,小雨~雾
2021-03-27,178,134,113,2,39,1.0,99,331.0,中度污染,南风,2级,18℃,10℃,雾~浮尘
2021-03-28,500,0,0,3,17,0.4,91,319.0,严重污染,西北风,4级,18℃,8℃,扬沙~晴
2021-03-29,89,21,0,3,24,0.3,84,262.0,良,西北风,2级,19℃,6℃,多云~晴
2021-03-30,141,0,0,4,35,0.5,106,255.0,轻度污染,西南风,2级,21℃,9℃,多云~晴
2021-03-31,115,0,0,3,41,0.6,95,314.0,轻度污染,东北风,2级,24℃,10℃,多云
2021-04-01,113,0,0,8,43,0.9,115,317.0,轻度污染,东南风,2级,18℃,12℃,阴
2021-04-02,59,36,67,2,26,0.4,97,286.0,良,东南风,微风,16℃,10℃,阴~小雨
2021-04-03,44,12,40,3,18,0.2,88,277.0,优,东北风,3级,18℃,7℃,晴
2021-04-04,47,7,30,3,20,0.2,94,136.0,优,西南风,2级,19℃,7℃,晴~多云
2021-04-05,60,30,70,4,30,0.4,110,235.0,良,西南风,微风,18℃,8℃,阴~多云
2021-04-06,64,32,63,2,32,0.4,116,129.0,良,西南风,2级,21℃,10℃,多云
2021-04-07,66,38,82,4,35,0.5,111,230.0,良,东南风,微风,19℃,5℃,晴
2021-04-08,65,34,76,4,36,0.4,118,186.0,良,东南风,2级,19℃,8℃,晴~多云
2021-04-09,64,40,78,7,33,0.7,103,275.0,良,东南风,2级,18℃,6℃,多云
2021-04-10,90,67,103,7,40,0.9,123,250.0,良,南风,2级,20℃,12℃,阴~多云
2021-04-11,79,58,94,4,34,0.5,117,317.0,良,南风,3级,20℃,9℃,阴
2021-04-12,63,45,73,3,30,0.6,74,248.0,良,西北风,3级,16℃,8℃,多云
2021-04-13,45,6,28,3,14,0.2,89,47.0,优,西北风,3级,16℃,5℃,晴
2021-04-14,69,23,88,3,28,0.3,96,241.0,良,西南风,2级,22℃,10℃,晴~多云
2021-04-15,187,0,0,4,22,0.4,98,312.0,中度污染,西风,3级,21℃,8℃,扬沙
2021-04-16,108,32,0,2,9,0.2,81,281.0,轻度污染,西北风,3级,17℃,9℃,多云~晴
2021-04-17,44,9,35,2,14,0.2,88,89.0,优,西北风,3级,20℃,5℃,晴
2021-04-18,66,25,82,3,32,0.4,109,131.0,良,西南风,2级,25℃,10℃,晴
2021-04-19,92,54,133,4,40,0.5,149,300.0,良,西南风,2级,27℃,15℃,晴~多云
2021-04-20,100,52,123,3,37,0.6,160,324.0,良,南风,2级,26℃,13℃,阴~多云
2021-04-21,65,39,77,3,35,0.5,117,280.0,良,南风,3级,21℃,12℃,阴~小雨
2021-04-22,47,32,43,2,27,0.6,94,240.0,优,东南风,2级,16℃,9℃,小雨~多云
2021-04-23,56,24,38,3,21,0.5,107,163.0,良,东南风,2级,21℃,12℃,多云
2021-04-24,56,20,42,2,21,0.4,107,102.0,良,东南风,2级,18℃,13℃,阴~多云
2021-04-25,64,39,59,2,26,0.6,116,252.0,良,南风,2级,20℃,10℃,阴
2021-04-26,80,42,70,4,30,0.5,136,217.0,良,南风,2级,22℃,8℃,阴~浮尘
2021-04-27,84,28,0,3,19,0.3,92,212.0,良,西北风,3级,22℃,11℃,扬沙~晴
2021-04-28,59,14,67,3,18,0.2,98,152.0,良,西南风,微风,22℃,10℃,阴~多云
2021-04-29,59,16,67,3,21,0.3,98,176.0,良,西北风,3级,18℃,8℃,多云
2021-04-30,41,13,30,2,23,0.3,81,46.0,优,西北风,2级,14℃,6℃,阴~晴
2021-05-01,41,9,29,2,16,0.3,81,52.0,优,北风,3级,20℃,7℃,晴
2021-05-02,55,13,45,2,18,0.3,106,47.0,良,南风,3级,21℃,13℃,阴~晴
2021-05-03,86,36,79,4,24,0.5,143,243.0,良,西南风,微风,24℃,13℃,晴~多云
2021-05-04,58,13,66,3,10,0.2,97,250.0,良,西北风,3级,23℃,10℃,多云
2021-05-05,75,26,99,3,19,0.3,121,247.0,良,西南风,微风,27℃,16℃,晴
2021-05-06,253,0,0,4,17,0.3,101,242.0,重度污染,西风,4级,19℃,14℃,多云~扬沙
2021-05-07,135,0,0,2,9,0.3,100,323.0,轻度污染,西北风,4级,25℃,17℃,晴
2021-05-08,85,0,0,3,17,0.2,93,304.0,良,西北风,3级,26℃,12℃,多云
2021-05-09,73,20,56,3,30,0.4,127,145.0,良,东南风,2级,26℃,13℃,多云
2021-05-10,77,21,57,3,27,0.5,132,178.0,良,东南风,2级,23℃,13℃,阴~多云
2021-05-11,95,23,48,3,24,0.6,154,171.0,良,东南风,2级,24℃,13℃,多云
2021-05-12,79,15,50,2,28,0.4,134,127.0,良,东北风,2级,26℃,15℃,多云
2021-05-13,65,42,72,4,31,0.9,117,260.0,良,东南风,2级,23℃,16℃,阴~多云
2021-05-14,63,40,75,2,28,1.1,109,298.0,良,东南风,2级,23℃,18℃,多云~阴
2021-05-15,38,11,30,3,15,0.4,75,285.0,优,东北风,3级,19℃,15℃,小雨
2021-05-16,47,4,23,2,18,0.3,93,44.0,优,西北风,微风,26℃,13℃,阴~晴
2021-05-17,67,12,45,2,31,0.3,120,260.0,良,西南风,2级,31℃,15℃,晴
2021-05-18,82,20,65,2,35,0.4,138,257.0,良,西南风,2级,32℃,19℃,多云
2021-05-19,139,31,78,4,26,0.5,202,130.0,轻度污染,西南风,微风,30℃,19℃,阴
2021-05-20,105,37,74,2,21,0.5,165,266.0,轻度污染,西南风,2级,28℃,16℃,阴~多云
2021-05-21,132,36,71,2,21,0.6,195,304.0,轻度污染,西南风,2级,30℃,20℃,晴~雷阵雨
2021-05-22,143,32,85,3,22,0.6,207,112.0,轻度污染,西南风,2级,32℃,16℃,阴~雷阵雨
2021-05-23,122,0,0,2,10,0.2,80,292.0,轻度污染,西北风,微风,26℃,13℃,扬沙~晴
2021-05-24,54,13,58,2,15,0.2,81,260.0,良,西北风,3级,24℃,13℃,多云
2021-05-25,82,19,86,3,18,0.3,138,148.0,良,西南风,微风,28℃,15℃,多云
2021-05-26,55,15,60,3,23,0.4,104,260.0,良,北风,2级,28℃,13℃,阴~晴
2021-05-27,43,11,40,2,23,0.3,86,145.0,优,西北风,3级,28℃,16℃,雷阵雨~多云
2021-05-28,49,4,19,3,12,0.2,97,68.0,优,西北风,3级,29℃,16℃,晴~多云
2021-05-29,75,8,32,2,14,0.3,130,165.0,良,东风,3级,27℃,15℃,晴~小雨
2021-05-30,102,17,40,2,19,0.4,162,146.0,轻度污染,东南风,2级,27℃,15℃,晴~小雨
2021-05-31,41,25,41,2,23,0.8,82,165.0,优,东风,2级,19℃,14℃,雷阵雨~小雨
2021-06-01,70,15,36,3,20,0.5,123,48.0,良,东南风,2级,28℃,17℃,多云~雷阵雨
2021-06-02,52,21,49,2,26,0.6,102,137.0,良,北风,2级,29℃,14℃,多云~晴
2021-06-03,42,3,23,2,16,0.2,84,117.0,优,西北风,3级,28℃,17℃,晴
2021-06-04,46,6,30,2,20,0.3,92,189.0,优,西北风,3级,30℃,16℃,晴
2021-06-05,50,7,25,3,19,0.2,99,96.0,优,西北风,2级,34℃,18℃,晴
2021-06-06,97,12,43,3,22,0.4,156,44.0,良,东风,2级,33℃,20℃,多云~小雨
2021-06-07,97,21,47,3,18,0.6,156,156.0,良,东南风,3级,27℃,19℃,阴
2021-06-08,144,28,56,2,17,0.7,208,99.0,轻度污染,东南风,2级,29℃,21℃,阴~小雨
2021-06-09,53,26,54,2,20,0.7,103,266.0,良,西北风,2级,25℃,19℃,阴~中雨
2021-06-10,89,9,25,2,16,0.4,146,49.0,良,西风,2级,32℃,18℃,阴~晴
2021-06-11,102,15,47,2,31,0.4,162,222.0,轻度污染,西南风,2级,36℃,20℃,阴~多云
2021-06-12,191,32,81,4,30,0.6,256,242.0,中度污染,南风,2级,36℃,24℃,阴~多云
2021-06-13,149,43,91,3,21,1.0,213,323.0,轻度污染,南风,2级,34℃,23℃,阴~雷阵雨
2021-06-14,49,22,32,3,13,0.9,98,181.0,优,东北风,2级,25℃,23℃,小雨~雷阵雨
2021-06-15,118,22,37,2,13,0.7,179,279.0,轻度污染,东南风,2级,30℃,21℃,阴
2021-06-16,36,19,33,2,18,0.6,71,244.0,优,东南风,2级,22℃,20℃,阴~小雨
2021-06-17,50,7,27,3,16,0.4,99,103.0,优,西北风,3级,32℃,19℃,晴
2021-06-18,45,5,26,3,19,0.2,89,217.0,优,西北风,3级,34℃,19℃,阴~晴
2021-06-19,50,8,34,3,23,0.3,99,232.0,优,西北风,3级,37℃,20℃,晴
2021-06-20,62,10,37,3,24,0.2,114,225.0,良,西北风,2级,36℃,21℃,晴
2021-06-21,122,18,66,4,24,0.5,184,285.0,轻度污染,东北风,2级,35℃,21℃,多云
2021-06-22,117,15,45,3,17,0.5,178,183.0,轻度污染,南风,2级,32℃,21℃,晴~小雨
2021-06-23,65,18,34,2,20,0.4,117,117.0,良,东南风,2级,25℃,22℃,阴~小雨
2021-06-24,87,24,47,2,25,0.6,144,71.0,良,南风,2级,27℃,20℃,阴~小雨
2021-06-25,80,30,49,3,17,0.8,135,253.0,良,东南风,2级,28℃,22℃,小雨~雷阵雨
2021-06-26,87,21,41,3,14,0.7,144,136.0,良,东北风,2级,28℃,23℃,多云
2021-06-27,120,26,49,3,15,0.7,181,268.0,轻度污染,东风,2级,33℃,23℃,多云
2021-06-28,123,32,55,3,16,0.8,185,296.0,轻度污染,东南风,1级,30℃,22℃,阴~雷阵雨
2021-06-29,61,26,41,3,12,0.6,113,258.0,良,东南风,2级,27℃,22℃,阴~雷阵雨
2021-06-30,91,14,28,3,10,0.5,149,143.0,良,东风,1级,30℃,23℃,阴
2021-07-01,82,12,28,3,12,0.4,138,130.0,良,西南风,2级,30℃,22℃,雷阵雨
2021-07-02,101,11,25,2,11,0.4,161,121.0,轻度污染,南风,2级,30℃,19℃,阴~大雨
2021-07-03,81,7,16,3,10,0.4,137,253.0,良,东风,2级,28℃,21℃,雷阵雨
2021-07-04,68,10,24,3,15,0.4,121,77.0,良,西南风,2级,33℃,21℃,多云
2021-07-05,80,11,29,3,19,0.4,136,193.0,良,东风,2级,32℃,21℃,阴~中雨
2021-07-06,94,12,22,3,11,0.5,152,154.0,良,西南风,2级,30℃,22℃,多云
2021-07-07,111,21,41,3,16,0.6,172,237.0,轻度污染,东南风,2级,32℃,23℃,多云
2021-07-08,87,12,32,2,17,0.5,144,156.0,良,北风,2级,33℃,22℃,晴~多云
2021-07-09,125,17,39,2,16,0.6,187,173.0,轻度污染,东风,1级,32℃,23℃,多云~晴
2021-07-10,117,31,68,2,20,0.9,178,315.0,轻度污染,东南风,2级,31℃,23℃,多云~雷阵雨
2021-07-11,99,25,49,2,14,0.8,158,313.0,良,东南风,2级,30℃,23℃,阴~大雨
2021-07-12,30,4,6,3,8,0.5,59,67.0,优,东风,3级,25℃,21℃,暴雨~小雨
2021-07-13,55,9,18,3,13,0.6,105,3.0,良,北风,1级,31℃,24℃,阴~多云
2021-07-14,90,20,35,3,13,0.7,147,116.0,良,东南风,2级,32℃,24℃,阴~雷阵雨
2021-07-15,88,26,43,3,12,0.9,145,244.0,良,东南风,2级,32℃,24℃,阴
2021-07-16,66,17,32,2,11,0.7,119,233.0,良,东南风,2级,30℃,24℃,阴~中雨
2021-07-17,32,12,22,3,10,0.6,64,132.0,优,东北风,2级,29℃,23℃,阴~雷阵雨
2021-07-18,36,16,26,3,12,0.6,71,65.0,优,东北风,1级,27℃,23℃,中雨~雷阵雨
2021-07-19,63,17,29,2,13,0.5,115,164.0,良,东南风,2级,30℃,23℃,阴~雷阵雨
2021-07-20,59,19,35,2,14,0.6,110,236.0,良,东南风,2级,31℃,23℃,阴~多云
2021-07-21,42,16,32,2,16,0.6,84,288.0,优,东南风,1级,28℃,23℃,阴~雷阵雨
2021-07-22,29,14,26,2,18,0.7,57,87.0,优,东南风,1级,28℃,23℃,小雨~雷阵雨
2021-07-23,66,15,32,3,16,0.5,119,110.0,良,南风,2级,31℃,23℃,晴~多云
2021-07-24,86,27,53,3,18,0.5,143,262.0,良,南风,2级,32℃,24℃,多云
2021-07-25,80,30,59,2,17,0.6,136,307.0,良,南风,2级,33℃,25℃,阴~多云
2021-07-26,68,29,59,2,16,0.7,121,291.0,良,南风,2级,32℃,25℃,阴~雷阵雨
2021-07-27,46,10,16,3,12,0.5,91,190.0,优,东北风,2级,27℃,24℃,阴~雷阵雨
2021-07-28,33,12,21,2,16,0.6,66,8.0,优,东北风,1级,28℃,24℃,阴~雷阵雨
2021-07-29,30,10,16,2,13,0.5,59,134.0,优,东北风,2级,26℃,22℃,中雨~大雨
2021-07-30,39,6,14,2,11,0.4,77,7.0,优,西北风,2级,30℃,22℃,阴~晴
2021-07-31,113,14,37,2,15,0.6,174,51.0,轻度污染,东北风,2级,34℃,23℃,多云~雷阵雨
2021-08-01,41,5,18,3,9,0.4,82,80.0,优,北风,3级,32℃,23℃,晴
2021-08-02,55,5,19,2,12,0.4,105,17.0,良,东北风,2级,33℃,23℃,晴~多云
2021-08-03,94,16,41,3,13,0.7,152,120.0,良,南风,2级,31℃,24℃,阴~雷阵雨
2021-08-04,99,30,50,3,14,0.7,158,293.0,良,东南风,2级,31℃,23℃,阴~多云
2021-08-05,89,23,37,3,13,0.6,146,310.0,良,东南风,1级,32℃,23℃,阴~多云
2021-08-06,84,24,43,2,16,0.6,140,76.0,良,东南风,1级,33℃,22℃,阴~晴
2021-08-07,125,41,70,2,18,0.7,187,286.0,轻度污染,东南风,2级,33℃,23℃,阴~多云
2021-08-08,106,40,75,3,19,0.8,166,314.0,轻度污染,南风,2级,31℃,23℃,阴~雷阵雨
2021-08-09,95,14,21,3,10,0.5,154,249.0,良,东北风,2级,30℃,22℃,多云~雷阵雨
2021-08-10,93,14,30,2,16,0.6,151,39.0,良,东南风,1级,33℃,23℃,多云~晴
2021-08-11,83,30,55,2,18,0.8,139,232.0,良,东北风,2级,30℃,23℃,多云~雷阵雨
2021-08-12,90,26,48,3,14,0.9,147,301.0,良,东南风,2级,29℃,22℃,阴~雷阵雨
2021-08-13,87,22,42,2,15,0.7,144,238.0,良,东南风,2级,29℃,22℃,阴~雷阵雨
2021-08-14,64,22,35,2,12,0.7,116,243.0,良,东南风,2级,28℃,22℃,阴~雷阵雨
2021-08-15,47,20,35,3,14,0.6,93,137.0,优,东南风,2级,28℃,22℃,阴~雷阵雨
2021-08-16,60,22,33,2,14,0.8,112,197.0,良,东南风,1级,28℃,22℃,阴~雷阵雨
2021-08-17,57,9,18,2,11,0.5,108,165.0,良,东风,2级,30℃,21℃,多云
2021-08-18,62,15,34,3,19,0.5,114,170.0,良,东南风,2级,28℃,23℃,阴~小雨
2021-08-19,41,14,21,2,14,0.6,82,258.0,优,东南风,2级,24℃,20℃,中雨~小雨
2021-08-20,60,8,17,2,12,0.6,112,39.0,良,东北风,1级,28℃,21℃,阴~晴
2021-08-21,64,11,26,2,16,0.5,116,182.0,良,西南风,2级,31℃,22℃,晴~多云
2021-08-22,85,33,68,2,18,0.8,142,243.0,良,西南风,2级,30℃,23℃,阴~雷阵雨
2021-08-23,85,25,48,2,11,0.7,141,294.0,良,西南风,2级,30℃,20℃,阴~中雨
2021-08-24,48,8,19,3,12,0.4,95,125.0,优,西北风,2级,27℃,19℃,多云
2021-08-25,39,5,17,3,15,0.4,78,22.0,优,西北风,2级,28℃,19℃,多云~晴
2021-08-26,41,5,15,3,13,0.4,81,22.0,优,西北风,2级,30℃,19℃,多云
2021-08-27,49,8,22,3,16,0.4,98,17.0,优,西北风,2级,30℃,18℃,晴
2021-08-28,38,9,24,3,19,0.4,76,213.0,优,北风,2级,28℃,18℃,阴~多云
2021-08-29,85,17,39,3,17,0.5,141,160.0,良,西南风,2级,28℃,20℃,阴~多云
2021-08-30,87,26,52,3,22,0.6,144,287.0,良,东南风,2级,28℃,20℃,多云~小雨
2021-08-31,83,23,37,3,19,0.6,139,301.0,良,南风,2级,27℃,17℃,多云~晴
2021-09-01,93,16,37,2,23,0.5,151,156.0,良,西南风,2级,29℃,18℃,晴
2021-09-02,95,21,44,2,21,0.5,153,226.0,良,西南风,2级,29℃,20℃,多云
2021-09-03,107,28,55,3,20,0.7,167,177.0,轻度污染,东南风,1级,30℃,22℃,多云~雷阵雨
2021-09-04,48,20,31,2,16,0.8,96,313.0,优,东南风,1级,24℃,19℃,多云
2021-09-05,44,14,23,3,14,0.5,87,46.0,优,东南风,1级,24℃,22℃,多云~中雨
2021-09-06,33,5,10,3,12,0.4,65,55.0,优,北风,2级,23℃,14℃,多云~晴
2021-09-07,70,11,27,2,17,0.5,123,119.0,良,西南风,2级,27℃,17℃,晴
2021-09-08,90,19,38,2,18,0.6,147,148.0,良,东南风,1级,28℃,19℃,多云~阴
2021-09-09,64,32,50,2,23,0.7,116,85.0,良,东南风,1级,27℃,18℃,多云~阴
2021-09-10,107,32,57,2,21,0.8,167,233.0,轻度污染,东北风,2级,29℃,19℃,多云
2021-09-11,108,42,72,3,23,0.9,168,295.0,轻度污染,东北风,1级,31℃,21℃,多云~中雨
2021-09-12,51,28,52,2,21,0.9,68,269.0,良,东北风,2级,23℃,20℃,多云~雷阵雨
2021-09-13,48,17,32,3,19,0.8,96,221.0,优,东北风,2级,29℃,20℃,多云~雷阵雨
2021-09-14,37,20,37,3,20,0.8,67,161.0,优,东南风,1级,25℃,17℃,多云
2021-09-15,46,19,46,3,27,0.7,86,185.0,优,南风,1级,25℃,19℃,多云~小雨
2021-09-16,31,15,31,2,24,0.7,45,210.0,优,东北风,1级,24℃,17℃,小雨~雾
2021-09-17,46,9,24,3,20,0.4,91,100.0,优,东南风,1级,27℃,17℃,多云~晴
2021-09-18,46,19,46,3,28,0.5,78,184.0,优,东南风,1级,24℃,19℃,多云~小雨
2021-09-19,31,20,28,3,19,0.6,62,275.0,优,南风,2级,18℃,16℃,中雨
2021-09-20,37,4,11,3,12,0.5,74,132.0,优,西北风,3级,21℃,15℃,中雨~多云
2021-09-21,43,4,13,2,15,0.4,85,19.0,优,西北风,2级,27℃,14℃,多云~晴
2021-09-22,54,9,28,2,21,0.4,104,34.0,良,西南风,1级,29℃,17℃,多云
2021-09-23,78,21,49,3,29,0.7,133,184.0,良,东南风,2级,27℃,17℃,多云~中雨
2021-09-24,31,15,19,2,18,0.9,61,233.0,优,东北风,2级,19℃,18℃,中雨
2021-09-25,42,13,24,3,17,0.6,83,31.0,优,东南风,2级,24℃,18℃,多云~小雨
2021-09-26,25,12,20,3,20,0.6,47,146.0,优,东北风,1级,20℃,18℃,小雨
